id,description
2205386,"Martín Vizcarra visitó al menos tres veces oficinas de Obrainsa, según testigos-El Comercio accedió a los testimonios de la secretaria de Gerencia de Obrainsa, Ana Ellen Vela, y de la asistente de Gerencia, Carmen Ríos Quinteros, quienes declararon ante la fiscalía como testigos del caso y narraron detalles de las visitas de Martín Vizcarra a las oficinas de la empresa, en San Isidro, cuando era gobernador regional."
6378685,"Lambayeque: confirman prisión preventiva por 24 meses contra prófugo Wilfredo Becerril-Hermano de excongresista Héctor Becerril es acusado de haber solicitado coimas a cambio de proyectos de inversión pública. Se desconoce su ubicación desde diciembre de 2018."
357466,"Tres aspirantes a colaboradores afirman que dieron S/1′300.000 a Martín Vizcarra por hospital de Moquegua-Tres nuevos aspirantes a colaboradores eficaces han declarado al fiscal Germán Juárez, miembro del equipo especial Lava Jato, que las empresas ICCGSA -investigada en el ‘club de la construcción’- e Incot pagaron S/1′300.000 al entonces presidente del Gobierno Regional de Moquegua y hoy presidente de la República Martín Vizcarra, a cambio de la buena pro para la construcción del Hospital Regional de Moquegua."
9937948,"Desde la tribuna: Dos Santos y Federico Alonso en el partido de Universitario vs. Cusco FC [VIDEO]-Los uruguayos Federico Alonso y Jonathan Dos Santos asistieron al enfrentamiento entre Universitario y Cusco para estar presentes en la premiación de los merengues."
2804537,"Los próximos retos de la Bicolor tras su regreso-En la siguiente nota te mostraremos cual podría ser el futuro que debe enfrentar la selección nacional de cara a las próximas fechas de las eliminatoria rumbo a Qatar 2022"
2028660,"Urruti anota el 1-0 de Universitario ante Cusco FC tras brillante taco de Succar [VIDEO]-Universitario se puso arriba en el marcador contra Cusco FC con un fenomenal tanto del uruguayo Luis Urruti, quien no marcaba desde el 1 de marzo."
7885043,"Buscarán inversionistas para concesionar 8 lotes petroleros con contrato a finalizar-Titular del Ministerio de Energía y Minas, Luis Incháustegui, indicó que en 25 años se pasaron de 21 a 39 contratos en el sector hidrocarburos."
1341659,"Dólar Perú: Tipo de cambio este lunes, 19 de octubre-El tipo de cambio operaba a la baja el lunes ante la apreciación del sol frente al dólar. A las 9:28 de la mañana, el precio del dólar se situaba en S/ 3.5819 en el mercado interbancario, un nivel menor en 0.17% frente a los S/ 3.5880 del cierre."
1759910,"Cáncer de mama en varones: ¿cuáles son los síntomas y las causas?-<p>El cáncer de mama es una enfermedad que afecta a hombres y mujeres, aunque a los varones en menor porcentaje. En esta nota, te hablamos sobre esa neoplasia en los chicos.</p>"
2045558,"¿Cómo han cambiado los hábitos del consumidor en las mesas peruanas ante la pandemia? | FOTOS-Mediante una encuesta virtual, Coca-Cola consultó a los consumidores de Perú qué sensaciones les había despertado la nueva realidad."
4679709,"Rafael Vela: Equipo Especial Lava Jato no tiene ningún impedimento para investigar a Vizcarra-Coordinador del Equipo Especial Lava Jato explicó que el fiscal Juárez le abrió investigación preliminar al presidente sin tener conocimiento de la decisión de Zoraida Ávalos."
1048210,"Torre Tagle, el palacio de las buenas notas; una crónica de Fernando Vivas-Embajadores | Cancillería | Relaciones Exteriores | Mientras la cancillería investiga al ex canciller Néstor Popolizio y a dos embajadores; otros funcionarios ascienden mediante un cuestionable sistema | Fortunado Quesada | Pedro Rubín | Crónicas políticas de Fernando Vivas."
5199096,"Walter Martos: Algunos congresistas están muy inquietos desde anuncio de la no reelección-El primer ministro lamentó que legisladores busquen desestabilizar el Gobierno al preparar mociones de vacancia por nuevos testimonios contra el presidente Martín Vizcarra."
7271004,"Cuellos Blancos: PJ amplía por ocho meses investigación preparatoria contra Walter Ríos-Juez Hugo Núñez prorrogó las pesquisas contra el expresidente de la Corte Superior de Justicia del Callao, Walter Ríos, por el presunto delito de tráfico de influencias."
4870557,"Ganglios inflamados por más de 30 días podría ser un tipo de cáncer, informa EsSalud-Brady Beltrán, jefe del Servicio de Oncología y de la Unidad de Linfoma del Hospital Rebagliati de EsSalud, afirmó que los ganglios inflamados o hinchados por 30 días a más, podrían advertir un tipo de cáncer conocido como Linfoma Hodgkin."
894184,"Gerard Piqué estalló contra sus compañeros del Barcelona en la caída ante Getafe [VIDEO]-El experimentado defensa del Barcelona mostró su frustración dentro del campo de juego contra sus compañeros en la derrota frente al Getafe por LaLiga 2020-21."
3781691,"Fiscalía anticorrupción abre investigación preliminar por el caso Lomas de Ilo-Mientras el equipo especial Lava Jato ha abierto una investigación preliminar al presidente Martín Vizcarra por el caso de Lomas de Ilo, este domingo se supo que el Tercer Despacho de la Fiscalía Supraprovincial Especializada en Delitos de Corrupción de Funcionarios también ha iniciado una pesquisa contra los que resulten responsables."
225593,"Mario Riorda: “La política peruana es el arte de impedir” | ENTREVISTA-El comunicador político argentino Mario Riorda, presidente de la Asociación Latinoamericana de Investigadores en Campañas Electorales, analiza los límites y oportunidades que plantea la pandemia a las elecciones en el descompuesto sistema político peruano."
6401854,"Vuelos internacionales: Hasta hoy se definiría la apertura de nuevos destinos-Carlos Gutiérrez, gerente general de la Asociación de Empresas de Transporte Aéreo Internacional (AETAI), señaló que hoy se cumple el plazo para que el gobierno defina si abrirá rutas hacia el segundo grupo de destinos internacionales. Como se recuerda, hace dos semanas se restableció el tráfico aéreo con siete países de la región, bajo la regla de que los vuelos podían durar máximo cuatro horas."
5266316,"DT del equipo mayor del Newcastle estuvo en la tribuna observando el debut de Rodrigo Vilca-El portal The Chronicle Live de Reino Unido narró al detalle el debut de Rodrigo Vilca con la ’10′ del Newcastle sub-23."
3413799,"Cyber Wow: 7 recomendaciones para evitar ser estafado con las compras por internet-Desde este lunes 19 hasta el viernes 23 de octubre se realizará la séptima edición del CyberWow donde más de 100 marcas ofrecerán descuentos en línea, en un contexto donde se ha vuelto una necesidad las compras electrónicas para evitar las aglomeraciones y evitar el contagio del nuevo coronavirus."
115264,"Congresistas de Podemos Perú ya firmaron nueva moción de vacancia contra Martín Vizcarra-Siete parlamentarios de esta agrupación política se sumaron a la iniciativa que impulsa la bancada Unión por el Perú."
3772704,"Martín Vizcarra: “No he recibido sobornos por obras de Moquegua, ni de ninguna parte del Perú”-El presidente refirió que proceso de licitación a cargo de Unops se mantuvo en reserva y que reuniones fueron para delimitar aspectos de la obra. Descartó recepción de pagos irregulares."
5477474,"Vizcarra sobre nuevo intento de vacancia: Seguramente vendrán más, pero no voy a bajar la cabeza-El presidente de la República se refirió a la probable presentación de una segunda moción para destituirlo. “Estoy aquí, con la frente en alto, hasta el último día”, señaló."
3705492,"Christian Cueva remece las redes sociales tras lucir trajes típicos de Turquía-El volante de la selección peruana vistió tradicionales trajes de Turquía junto a su esposa, quien compartió una fotografía en Instagram."
4883238,"OPEP+ anuncia que realizará lo necesario para mantener a flote el mercado petrolero-Anuncio dado por el ministro de Energía de Arabia Saudita se da ante síntomas de debilidad en la recuperación de la demanda de petróleo."
6576637,"El sector eléctrico inicia recuperación-"
9757725,"Desinformación, precios y otros factores que frenan la decisión de compra de seguros privados de salud-"
1869946,"Martos afirmó que para evitar presiones de ciertos partidos, Vizcarra convocó a elecciones-En setiembre, el primer ministro comentó que dos agrupaciones políticas le pidieron al presidente postergar las elecciones por dos años. Este lunes, Vizcarra reveló que fueron integrantes de AP y APP."
6459717,"Cobre sube apoyado por el crecimiento del PBI de China-Los precios del cobre y níquel subían en la jornada de este lunes, con un avance general en el complejo de metales por un dólar más bajo y un crecimiento saludable en China."
2386793,"Oro sube impulsado por debilidad del dólar y apuestas a estímulo en EE.UU.-El oro subía este lunes ya que la debilidad del dólar y el optimismo sobre un nuevo acuerdo de estímulo antes de la elección presidencial del próximo mes en Estados Unidos impulsaron la demanda por el lingote como cobertura contra la inflación."
7806411,"César Vallejo: los resultados que tienen que darse para que sean cabeza de serie de la fase 2-Poetas llegan a la última fecha de la primera fase de la Liga 1 con opciones de terminar ubicados en el segundo lugar de la tabla de colocaciones."
6072867,"Martín Vizcarra revela que miembros de Acción Popular y APP le pidieron postergar elecciones 2021-El presidente de la República afirmó que un representante de cada partido político le hizo el pedido “en buenos términos” y en medio de la crisis severa del nuevo coronavirus."
5705202,"¿Cómo la crisis sanitaria ha afectado la campaña navideña de las pymes?-Créditos en setiembre se habrían recuperado solo al 50% de los niveles precrisis. Sin embargo, reinvención tanto de las pymes como las entidades financieras hacen prever un mejor resultado para las siguientes campañas comerciales."
6526994,"Thorne: “Desde octubre habrá una reaceleración de la economía producto de fase 4”-"
3019718,"AAR: “La relación del presidente con el Congreso se vuelve a deteriorar” [VIDEO]-En Claro y Directo, Augusto Álvarez Rodrich habló de las posibilidades que tiene Martín Vizcarra de ser vacado por el Congreso de la República."
2620091,"Azabache: “Lo que hace falta es que la Fiscalía de la Nación retome el liderazgo”  [VIDEO]-César Azabache, exprocurador anticorrupción, habló de los problemas internos en el Ministerio Público que obstaculizan los avances en las investigaciones."
8356866,"Martín Vizcarra: bancada Acción Popular niega haberle propuesto la suspensión de elecciones-El mandatario Martín Vizcarra informó que un miembro de Acción Popular y de Alianza Para el Progreso le solicitaron postergar los comicios 2021. La bancada acciopopulista considera que las declaraciones afectan el proceso electoral."
5689077,"Una revolución en el trabajo: ¿cómo cambiará la jornada laboral en el futuro cercano?-El coronavirus está provocando cambios estructurales en la forma cómo se trabaja hoy. Eso ha comenzado con la transformación digital de las empresas y el trabajo remoto, pero llegará más lejos, hasta jornadas laborales que incluyan tiempo para dormir y la posibilidad de jubilarse anticipadamente, desde los 30 años."
8677425,"Rodrigo Vilca debutó con la ‘10’ en remontada de Newcastle United Sub-23 a Fulham-Con la camiseta ’10′, el peruano Rodrigo Vilca jugó su primer partido con la camiseta Newcastle United Sub-23 en remontada a Fulham."
5292482,"Una ciudad subempleada, por Alek Brcic Bello-“El fin de la cuarentena ha traído un cambio radical en la composición de la población ocupada”."
4826358,"RMP: "UPP ha dicho que ya tiene el borrador la de moción de vacancia” [VIDEO]-En Sin guion, Rosa María Palacios habló de las principales respuestas de Martín Vizcarra sobre las acusaciones de corrupción, estrategias en contra de la COVID-19 y las posibilidades de una nueva vacancia."
3882455,"Ormeño sobre el arbitraje de Bascuñán: “No sé bajo qué criterio marca. Para mí no era penal”-El delantero de nacionalidad peruana y mexicana Santiago Ormeño no fue ajeno al polémico partido entre la Blanquirroja y Brasil. Además, se refirió a Gianluca Lapadula."
6761215,"FMI pide reformas a los países de Medio Oriente y del norte de África-El Fono estimó que los países en las mencionadas zonas podrían caer 5% en su PBI de este año."
9781188,"Alcaldes de Miraflores, Barranco y Chorrillos piden cerrar playas para evitar contagio por COVID-19-<p>Recientemente, se han identificado que las playas son los nuevos focos de propagación de la <span class="caps">COVID</span>-19.</p>"
9781188,"Alcaldes de Miraflores, Barranco y Chorrillos piden cerrar playas para evitar contagio por COVID-19-<p>Recientemente, se han identificado que las playas son los nuevos focos de propagación de la <span class="caps">COVID</span>-19.</p>"
5850675,"El turismo de playa se recupera en Piura y ya está funcionando a un 80% de su capacidad-"
4961023,"Mincetur: Impulsan cadenas de banano, café y cacao para exportación-En Piura, San Martín y Junín. Estos serán puestos en marcha hasta el 2021 y beneficiaría a 150 empresas y asociaciones de productores."
4113429,"Alianza para el Progreso niega haberle pedido a Vizcarra que postergue las elecciones 2021-El presidente de la República reveló que un miembro del partido liderado por César Acuña y uno de Acción Popular le pidieron esta postergación durante la pandemia por el nuevo coronavirus."
3425408,"Fiscal Chirre: “Vamos a tener  un resultado antes de julio del 2021”-En acción. El fiscal Elmer Chirre asume la investigación por los presuntos actos de corrupción del presidente Vizcarra cuando era gobernador regional de Moquegua. El fiscal Germán Juárez continuará con los procedimientos de colaboración eficaz."
2056463,"Sunat podrá acceder a información financiera de 16 mil empresas radicadas en Perú-Así como de otras 33 mil personas de alto patrimonio, en el marco dela lucha contra la elusión y evasión tributaria."
9144916,"AP pedirá citar a Walter Martos al Congreso por presunta propuesta para postergar elecciones-Ricardo Burga, vocero alterno de Acción Popular, afirmó que hará la solicitud para que Martos explique lo afirmado por Martín Vizcarra, quien señaló que un integrante de su bancada y otro de APP le propusieron “en buenos términos” posponer los comicios de abril del 2021."
6105020,"Estadio Monumental será tomado en cuenta para la fase 2 de la Liga 1 Movistar-El campo de Universitario no estuvo habilitado para la fase 1 al no encontrarse en perfectas condiciones y por una disputa entre sus administraciones."
1325813,"Liga 1: Cusco FC quiere terminar el Torneo Apertura con una victoria ante Universitario-El conjunto cusqueño no ha tenido una buena racha en sus últimos partidos. DT justificó que el césped sintético les pasó factura a sus jugadores. Hoy juegan contra la U a las 2.00 p. m."
2705403,"Programación de la Champions League: conoce el día y la hora de los partidos de la fecha 1-Este martes 20 de octubre inicia la Champions League con la fase de grupos. Barcelona, Real Madrid, Juventus, PSG, Liverpool y el Bayern pelearán por la corona."
3362800,"Imarpe inicia hoy monitoreo de biomasa de la concha de abanico en el Callao-Evaluación se realizará por seis días y permitirá determinar el estado poblacional, biomasa y disponibilidad de semillas del recurso."
6499902,"Otra vez Andrés-"
2023890,"Ministerio de Cultura da buena pro a empresa sancionada-Antecedentes. Compañía Esvicsac obtuvo adjudicación para servicios de vigilancia por 26,3 millones de soles."
5029385,"¿Cómo se jugará la fase 2 de la Liga 1 Movistar?-Conoce los detalles de la fase 2 de la Liga 1 que inicia el 23 de octubre. Acá respondemos las dudas de cómo se armarán las Liguillas y la definición del campeón nacional."
7069947,"Los Caimanes de Puerto Eten alista su regreso al fútbol-Club chiclayano se relanza con el objetivo de participar en la Copa Perú del próximo año."
971150,"Reuniones sociales y familiares estarán prohibidas en Navidad y Año Nuevo-<p>El viceministro de Salud, Luis Suárez, aseguró que se están impulsado 2 nuevos tipos de prueba para detectar contagio por coronavirus.</p>"
971150,"Reuniones sociales y familiares estarán prohibidas en Navidad y Año Nuevo-<p>El viceministro de Salud, Luis Suárez, aseguró que se están impulsado 2 nuevos tipos de prueba para detectar contagio por coronavirus.</p>"
3525119,"Rosario Paredes: “No sé quien le ha regalado el sombrero, hablaba con el vicepresidente de artesanías”-Congresista por Arequipa responde sobre los presuntos regalos que habría dado a los portavoces de las bancadas e integrantes de la mesa directiva, para que se amplíe la agenda y se incluya Majes II en la sesión de hoy."
5280226,"Arequipa: Sombreros a cambio de que se debata y apruebe ley para reactivar Majes Siguas II-Todo vale. Iniciativa de la congresista Rosario Paredes no entró al pleno. El viernes legisladora buscaba que se agende su iniciativa. Cada portavoz que firmaba recibía obsequio, revelaron fuentes. El primer vicepresidente Luis Valdez que presidía la sesión aparece también con su sombrero."
4780796,"Alianza Lima: los refuerzos que podrían llegar a Matute para el 2021 [VIDEO]-Arman el plan. Alianza Lima armaría un potente plantel con algunos jugadores de la Liga 1 que han sido considerados por Ricardo Gareca en la selección peruana."
8273825,"Los problemas en Universitario que preocupan a Ángel Comizzo previo al Clausura [VIDEO]-A poco de empezar el Torneo Clausura, las preocupaciones se asoman en Universitario y Ángel Comizzo debe buscar una pronta solución."
1878529,"Bryan Orbegozo, el peruano que juega en Europa y sueña con llegar a la selección-Bryan Orbegozo juega en el CD Carroi de Andorra y su máximo sueño es vestir la camiseta de la selección peruana. Además, tiene otra pasión que es el Trap y compone música urbana."
594426,"Alianza Lima: el blooper de Leao Butrón que terminó en gol de Cienciano [VIDEO]-El portero de Alianza Lima realizó un extraño movimiento ante el remate de Luis Trujillo en el partido con Cienciano."
8536319,"Rivaldo sobre rol de Neymar en el Perú vs. Brasil: “Aprovechó la situación de ser jalado en el área”-El astro brasileño afirmó que su selección “sufrió ante Perú” y reconoció que Neymar tiene “mala reputación” en cuanto a simular faltas."
552237,"En Chile aseguran que el árbitro Julio Bascuñán “vivió un infierno” antes de salir de Perú-Un informe del diario La Cuarta de Chile relató los difíciles momentos por los que pasó Julio Bascuñán antes de regresar a su país tras el Perú-Brasil."
396789,"Congreso definiría miembros del Tribunal Constitucional en enero del 2021-Secretismo. Rolando Ruiz, de Acción Popular, propone realizar las entrevistas en fechas que coinciden con el año nuevo."
7051476,"Martín Vizcarra: “Que me investigue cualquier fiscal”-Más imputaciones. Aspirantes a colaborador eficaz de la empresa ICCGSA -que integró la organización criminal denominada ‘Club de la Construcción’- afirman que le dieron a Vizcarra 1 millón 300 mil soles a cambio de la adjudicación de la obra de rehabilitación del Hospital de Moquegua."
9045398,"Martín Vizcarra sobre fotografía junto a Camayo: “Yo no reconozco esa foto” [VIDEO]-“A donde voy hay mucha gente que me pide foto”, refirió el mandatario luego que la imagen se propalara en las últimas horas."
500607,"Martín Vizcarra sobre Richard Cisneros: “Fue dos veces a Palacio y las dos lo he saludado” [VIDEO]-El mandatario volvió a ser cuestionado sobre las veces en que Cisneros acudió a Palacio de Gobierno y aseguró que solo dos de ellas fue durante su gestión."
5162440,"Hoy se definiría ampliación de moratoria de transgénicos-Hasta el 2035. Especialistas y productores exhortan a que extensión se dé junto a medidas para garantizar la seguridad de la biodiversidad del país. Ocho bancadas a favor."
3910780,"MEF publicó reglamento de ley de reprogramación y congelamiento de deuda-Plazo de la reprogramación no puede exceder los 3 años y no puede ser menor a 6 meses para créditos de consumo y personal, vehicular y Mype, y de 9 meses para créditos hipotecarios para vivienda."
3540751,"Más de 18 mil personas acuden a las internas de Nuevo Perú-Democracia. Votación se realizó de forma virtual, para definir a los precandidatos para el Congreso. Según la vocera Anahí Durand, los resultados se darán a conocer entre hoy y mañana."
4838785,"Bono Familiar Universal: este lunes 19 de octubre cobran los que tengan el 3 como último dígito de DNI-El pago del Segundo Bono Familiar Universal de S/ 760 empezó el pasado 10 de octubre, pero comprende por fases. El Gobierno ha precisado que el segundo bono se repartirá entre los meses de octubre, noviembre y diciembre."
8724921,"Estas son las frases políticas de la semana-"
4941719,"Martín Vizcarra sobre posible pedido de prisión: “Yo no me corro, me quedaré en el Perú”-El mandatario aseguró que las denuncias en su contra seguirán saliendo debido a que existen poderes políticos y económicos “que buscan desestabilizar al Gobierno”."
3446744,"Lizárraga sobre denuncias contra Vizcarra: “No creo que se trate de un ataque político, como se dice”-La legisladora Carolina Lizárraga agregó que es preocupante la decisión de la fiscal de la Nación respecto al pedido del Equipo Especial Lava Jato para investigar al presidente Martín Vizcarra por presuntos actos de corrupción."
6483790,"Silva Santisteban: Reglamento para elegir nuevo TC no debería tener gradualidad en idoneidad moral-La portavoz del Frente Amplio indicó que no se puede insistir en el apresuramiento porque por ley existen plazos por cumplir y estos deben ser coordinados con la Contraloría."
2676252,"La resiliencia peruana frente al enemigo invisible-Economía, empleo, sector financiero y previsional, asistencia social y emprendimientos son aspectos claves para la recuperación económica del país durante y, en especial, en el escenario post pandemia de la COVID-19."
4579421,"Nuevo Perú: en los próximos dos días se conocerán a sus candidatos al Congreso-Las elecciones internas de Nuevo Perú culminan este domingo 18 de octubre. Sergio Tejada, Isabel Cortez y Gaela Cari serían posibles candidatos al Parlamento en la alianza con JPP."
1423342,"Martín Vizcarra sobre investigación de fiscal Juárez: Respetamos la decisión del Ministerio Público-El jefe de Estado reiteró que no recibió ningún soborno por el caso Obrainsa-Astaldi. Además, aseguró que no conversó con la fiscal de la Nación respecto a sus casos."
2739806,"Denuncian que Mininter habría realizado compras irregulares por medio millón de soles-Perú Compras habría autorizado la adquisición de 4.481 computadoras que, tras ser entregados a comisarías, descubrieron que presentaron fallas o les faltaban piezas."
632105,"Caso Obrainsa: testigos afirman que Martín Vizcarra visitó tres veces oficinas de empresa investigada-De acuerdo a dos trabajadoras de Obrainsa, el jefe de Estado acudió a las oficinas de la empresa Obrainsa entre el 2013 y el 2015. Presidente confirmó visitas, no obstante, aseguró que estas se hicieron cuando la obra fue adjudicada."
1467245,"Martín Vizcarra: Equipo Especial abre investigación preliminar por caso Obrainsa-El fiscal del Equipo Especial Lava Jato, Germán Juárez Atoche, comunicó el último viernes la decisión de investigar al presidente por los presuntos delitos de cohecho y colusión."
4011015,"Ministerio de Economía transfirió S/ 233,5 millones para financiar el Bono Electricidad-El Ministerio de Economía y Finanzas (MEF) transfirió S/ 233.5 millones al Ministerio de Energía y Minas (Minem) para financiar el Bono Electricidad."
2981264,"DolarToday Venezuela: ¿A cuánto se cotiza el dólar?, HOY domingo 18 de octubre-El precio del dólar en Venezuela descendía nuevamente este viernes, luego de que el líder opositor venezolano Juan Guaidó anunció el jueves que los trabajadores de la salud que atienden la pandemia por COVID-19 en Venezuela y que se inscribieron en una plataforma digital ya recibieron un segundo pago de US$100."
2379967,"Dólar Perú: tipo de cambio cerró al alza en medio de preocupaciones por segunda ola del COVID-19-El precio del dólar en Perú operaba con una tendencia a la baja en el mercado informal (paralelo) hoy viernes 16 de octubre del 2020. El tipo de cambio retrocedía a S/3,575 la compra y a S/3,600 la venta, según casas de cambio de Lima."
9183928,"Alfredo Thorne: “Hay una reaceleración de la economía tras reactivación de la Fase 4”-"
5403341,"Grupo Tabernero: “Queremos que sepan que somos un grupo empresarial, no una bodeguita” | ENTREVISTA-Para llegar al consumidor de media y alta gama, Tabernero invertirá 2% de sus ventas para, así como apareció en el partido del FC Barcelona y Celta de Vigo, también estar todos los partidos del Barza, en la Champions League y otros torneos. La marca, reconocida por sus vinos y piscos, comenta que se ha convertido en un grupo que también representa bodegas importadas y otras categorías de licores de alta gama. Pese a la pandemia y con nueva estrategia, apunta a crecer 15% este año."
7919057,"Turismo en balnearios de Piura se recupera rápidamente en el último trimestre-"
6350824,"Lanegra: aprobación del reglamento del TC podría impugnarse por no cumplir con estándares de ley-El secretario general de Transparencia sostuvo que el mecanismo de calificación sobre la idoneidad moral “tiene una valla muy baja”, lo cual pondría en riesgo la adecuada selección de los magistrados."
3114420,"Omar Tello: Caso de Martín Vizcarra en Moquegua no se vincula con trabajo del Equipo Lava Jato-El fiscal coordinador de las Fiscalías en Corrupción de Funcionarios se pronunció sobre la decisión del Ministerio Público de negar el pedido del Equipo Especial para investigar al presidente, Martín Vizcarra, por el caso Obrainsa."
4941906,"Beingolea descarta que Lourdes Flores sea precandidata tras rompimiento de alianza con APP-El líder del Partido Popular Cristiano (PPC) opinó que “el Perú ha salido perdiendo” tras la disolución de la alianza entre su partido y APP."
7558251,"Congreso: nuevo cronograma plantea que miembros del TC sean elegidos el 13 de enero de 2021-La Comisión Especial para la elección candidatos aptos para integrar el Tribunal Constitucional (TC) planteó este domingo un nuevo cronograma para el proceso de selección y planteó como nueva fecha el 13 de enero del 2021, previamente se había establecido 30 de diciembre de este año. Estas fechas deben aprobarse en el grupo de trabajo."
1633403,"Avanza País, de aliado de Antauro y Ulises Humala al tren de Hernando de Soto-Antes de presentar al tren como logo, Avanza País tenía como ícono a un frejol germinando, en alusión al exalcalde de Lima Alfonso Barrantes. Pedro Cenas y Ricardo Valdivia- los fundadores del partido, que hoy tiene al economista Hernando de Soto como principal figura- eran cercanos al político de izquierda. El primero, fue su amigo, y el otro, su sobrino, a quien apodaban “frejolito junior”."
2701755,"¿Cuándo se espera que reabran los vuelos internacionales a México, Brasil y Estados Unidos?-"
3394809,"Unops contradice versión del presidente Martín Vizcarra: ¿Cuál es el impacto en el caso? | ANÁLISIS-El Comercio conversó con tres abogados, dos expertos en el campo penal y uno en derecho administrativo, sobre las implicancias para el presidente Martín Vizcarra en el caso Obrainsa."
851736,"Elecciones 2021: Rafael López Aliaga asegura que “no cree en las encuestas”-El líder de Renovación Popular sostuvo que su agrupación presentará “candidatos con amplia experiencia laboral y profesional” de cara a los comicios del 11 de abril."
8569768,"Alberto Fujimori será profesor en la “escuela naranja”: ¿le suma o resta a Keiko Fujimori?-El encarcelado expresidente Alberto Fujimori se incorporó a la llamada “escuela naranja”, plataforma virtual donde dictará, desde el lunes, un curso sobre los logros de su gobierno en la década de los noventa. Así lo anunció la lideresa de Fuerza Popular, Keiko Fujimori, quien consideró “un honor” que su padre se sume como profesor a este proyecto iniciado durante la pandemia de COVID-19."
1355654,"Elecciones 2021: Acción Popular tendrá cuatro precandidatos presidenciales-A las 11 de la noche del viernes 16, el acciopopulista Luis Enrique Gálvez inscribió su propuesta de plancha presidencial con la esperanza de ser elegido para representar al partido Acción Popular en las elecciones del 2021. Competirá contra los otros precandidatos Alfredo Barnechea, Yonhy Lescano y Edmundo del Águila Herrera."
3641413,"Este es el reglamento para acceder a la reprogramación de créditos de consumo, hipotecarios, vehiculares y MYPES-El Ministerio de Economía y Finanzas (MEF) informó que ya se ha publicado el reglamento para la reprogramación de créditos de consumo, personales, hipotecarios para vivienda, vehiculares y MYPES, en el marco de las medidas tomadas para mitigar los efectos de la crisis ocasionada pro el avance del coronavirus."
1249762,"Elecciones del 2021, una campaña entre la viralización, memes y ‘fake news’-Elecciones 2021 | Candidatos podrían gastar más de medio millón de soles en las distintas redes sociales. Empresas ofrecen paquetes de difusión de mensajes a través de WhatsApp."
9570950,"Este es el reglamento para acceder a la reprogramación de créditos de consumo, personales, hipotecarios para vivienda, vehiculares y MYPES-El Ministerio de Economía y Finanzas (MEF) informó que ya se ha publicado el reglamento para la reprogramación de créditos de consumo, personales, hipotecarios para vivienda, vehiculares y MYPES, en el marco de las medidas tomadas para mitigar los efectos de la crisis ocasionada pro el avance del coronavirus."
1857172,"Fact checking: Rafael López Aliaga y los recursos del Fondo de Estabilización Fiscal-Día a día, autoridades y líderes de opinión son sometidos al escrutinio de El Comercio, a fin de conocer si lo que afirman es verdadero, falso o impreciso. En esta edición revisamos una declaración ofrecida por el precandidato a la Presidencia Rafael López Aliaga (Renovación Popular)."
9952421,"Omar Tello: El caso del presidente Vizcarra no guarda relación directa con las investigaciones del equipo especial Lava Jato-El fiscal coordinador de las Fiscalías especializadas en Corrupción de Funcionarios, Omar Tello, indicó que la decisión de negar el pedido del equipo especial Lava Jato para investiga al presidente de la República, Martín Vizcarra, se debió a que la fiscal de la Nación, Zoraida Ávalos, consideró que dicho grupo de trabajo tenía una carga grande procesos pendientes y a que el caso no guardaba una relación directa con sus competencias."
3469750,"Ricardo Burga: “Vizcarra debe empezar a evaluar su continuidad como mandatario, por menos cosas PPK renunció”-El vocero alterno de Acción Popular, Manuel Burga, señaló que el presidente Martín Vizcarra, debe evaluar su permanencia como jefe de Estado debido a las declaraciones de aspirantes a colaboradores eficaces que lo vinculan con pagos ilícitos durante su etapa como gobernador de Moquegua."
8922470,"Acción Popular presenta las cuatro planchas presidenciales que disputarán sus internas-Las listas están lideradas por Alfredo Barnechea, Edmundo del Águilar, Yonhy Lescano y Luis Enrique Gálvez. Comicios internos de AP se realizarán a fines de noviembre."
6069694,"Tumbes y Piura representan el 74% de distribución de canon y sobrecanon petrolero-Instituciones gubernamentales de ambas regiones recibieron 552 millones de soles en el 2019 para ejecución de proyectos de inversión pública."
6508480,"Elecciones 2021: APP rompe alianza con el PPC tras difusión de audios-"
6322087,"Elección del TC: ¿Qué riesgos presenta el reglamento aprobado por el Congreso? | Análisis-El reglamento aprobado por el Congreso no garantiza la idoneidad moral de los candidatos, advierten especialistas. Podrían haber vicios de inconstitucionalidad."
4772887,"Elecciones 2021: los partidos que llegaron al Gobierno y hoy buscan resurgir-De los veinticuatro partidos políticos con inscripción vigente, tres cuentan con la experiencia de haber tenido candidatos presidenciales que llegaron al Gobierno en los últimos veinte años: el Partido Aprista Peruano, el Partido Nacionalista Peruano y Contigo (ex Peruanos por el Kambio). Estas agrupaciones coinciden en no tener actualmente representación en el Congreso, por lo que camino a las Elecciones 2021 buscan hacer reverdecer sus laureles electorales."
2011188,"Mario Vargas Llosa pide hacer reformas para castigar a corruptos-Crítico. El escritor peruano vertió una serie de declaraciones de carácter político y literario en una radio local a propósito del décimo aniversario de haber recibido el Premio Nobel de Literatura."
5323476,"Minem reanuda mesas de diálogo en Cotabambas por convenio marco y canon minero-El ministro Luis Incháustegui apuntó a que 451 millones 800 mil soles obtenidos por operaciones en el proyecto minero Las Bambas se destinaron a Cotabambas."
