id,description
8073221,"Manufactura: ¿Por qué el sector no viene recuperándose al mismo ritmo que la producción nacional?-Dentro de las actividades destinadas a los bienes de consumo, se observó que en agosto las mayores caídas se registraron en la fabricación de maletas, bolsos de mano y similares; en la elaboración de bebidas malteadas y de malta; y en la fabricación de prendas de vestir"
6586673,"Elecciones 2021: Alianza Para el Progreso y PPC rompen su vínculo electoral-La partido liderado por César Acuña precisó que no seguirá con la alianza inscrita hace tan solo cinco días. El PPC queda sin la posibilidad de armar una nueva coalición con otro partido porque el plazo terminó."
877152,"Otros dos colaboradores hablarían de pagos a Martín Vizcarra-El expresidente de la constructora ICCGSA, José Castillo y el exministro y gerente de ATA, José Hernández"
3270218,"Ejecutivo contempla inversión de 210 millones de soles para plan de cierre de brechas de Loreto-Viceministro de Hidrocarburos Víctor Murillo anunció, en Iquitos, que se contemplan obras de electrificación rural, agua potable, saneamiento, construcción de carreteras, entre otros."
1390329,"Congreso insiste en devolución del 100% de aportes a la ONP-Avanza dictamen. Daniel Oseda, presidente de la Comisión de Trabajo, señaló que la norma beneficiará a 4,5 millones de afiliados. En tanto, propuesta del Ejecutivo sigue en espera."
3497283,"Piden que Banco de la Nación participe en el FAE-Turismo-Créditos. Canatur advierte ausencia de la banca comercial en el programa crediticio para mypes. Los S/ 39 millones colocados por Cofide están  en tres cooperativas y una caja."
9137376,"Comunidades indígenas en el Perú: diversidad, desigualdad y pandemia, por Oswaldo Molina*-“La pandemia ha mostrado la vulnerabilidad de las comunidades indígenas”, afirma el director ejecutivo de la Red de Estudios para el Desarrollo (Redes)"
3915224,"Carlos Lozada, ministro de Vivienda, Construcción y Saneamiento: “Sale Reactiva hipotecario”-En diálogo con Correo, el ministro de Vivienda, Construcción y Saneamiento, Carlos Lozada, adelantó que la próxima semana se concretará esa y otras medidas destinadas a reactivar el mercado inmobiliario."
3236560,"Salvaguardias para regular las importaciones de textiles chinos-Inequidad. El Produce, Gamarra y la SNI alertan de que la competencia desleal creció en la pandemia por el dumping, ello habría favorecido la llegada de prendas asiáticas subvaluadas hasta en dos dólares por unidad. Ahora ocupan el 85% del mercado nacional."
3662955,"Black Friday 2020: ¿Qué es y cuándo se celebra?-El “Viernes negro” se llevará a cabo el viernes 27 de noviembre y diferentes marcas ya alistan grandes ofertas para sus clientes."
7861400,"Moratoria a transgénicos: biodiversidad en juego-Perjuicio. Productores y expertos advierten sobre las consecuencias de permitir el ingreso de semillas modificadas genéticamente. El Congreso tiene un dictamen en agenda."
2652508,"Presentarán estudio de condiciones de vida de la población vulnerable frente a la COVID-19-En el marco del Día Mundial de la Estadística, indicó INEI. Estudio tendrá información que abarcará a la población en pobreza y pobreza extrema, los niños y adolescentes que trabajan, quienes padecen enfermedades, entre otros."
7363447,"Asociación de cocineros pide renovar moratoria a transgénicos-Señalan que lo mejor para el país es profundizar su ventaja comparativa como país megadiverso."
6403153,"Piura: estudiantes de la UDEP desarrollan herramienta para calcular reprogramación de deudas-Esta aplicación, diseñada por estudiantes de las carreras de Contabilidad y Administración de Empresas, permitirá calcular y diseñar el plan de refinanciamiento de deudas."
557567,"Gobierno lanza campaña para promover el turismo interno-Según la ministra de Comercio Exterior y Turismo, se espera una gradual reactivación del sector turismo."
3067179,"Crearán CITE textil con una inversión de más de 5 millones de soles en Huancavelica-Beneficiará al 85% de la población de Pilpichaca, distrito dedicado a la crianza de camélidos"
1483388,"Negocios: Lanzan créditos a bajas tasas para invertir en delivery-El nuevo producto de Caja Trujillo se denomina kit delivery, al que podrán acceder los emprendedores o quienes deseen realizar dicho servicio."
3174771,"Campaña navideña: gasto promedio en regalos sería de hasta 650 soles por persona-Así lo estiman los organizadores de “Navimágica”, la primera feria virtual navideña que se lanzará en noviembre."
4281216,"Moratoria a transgénicos: Denuncian presiones del Ejecutivo para favorecer a grandes empresas-La Confederación Nacional Agraria advirtió que se retiró la agenda del Pleno Agrario el debate para ampliar la moratoria al ingreso y producción de organismos vivos modificados genéticamente."
1849460,"Caja Trujillo otorgará créditos para implementar servicios de delivery-Kit delivery de la entidad financiera comprende la entrega de una motocicleta, una caja de delivery, soat, asistencia y un casco."
5078101,"Bono electricidad: MEF transfiere más de 233 millones de soles para financiar subsidio-Cabe indicar que el programa beneficia a las familias más vulnerables de la zona rural y urbana con un bono de 160 soles."
904104,"Osiptel confirma multas a Bitel y Entel por un total de 4,1 millones de soles-Debido a infracciones como, no informar adecuadamente sobre los planes contratados,  no verificar la identidad del solicitante, entre otros."
2370910,"FAE Agro tiene S/ 2.000 millones y solo se ha colocado S/ 40 millones-Alertan los productores. Asimismo, advierten que la falta de créditos al campo hace prever escasez de alimentos en el primer trimestre del 2021. Señalan además que el fondo estatal cubrirá solo a 2 de cada 100 hectáreas. Pobreza rural podría duplicarse, según Eduardo Zegarra de GRADE, ante el desplome de ingresos de los pequeños productores."
3844358,"Miguel Vega Alvear: “Se interrumpió el turismo interno que estaba recuperándose”-Entrevista al representante del sector privado en la Comisión Multisectorial que elabora la estrategia para el reinicio de actividades. Expresidente de la Confiep."
3273829,"Transgénicos: unos 25 mil productores orgánicos en riesgo-Espera. Congreso definiría este lunes 19 la extensión hasta 2035 de la restricción a organismos genéticamente modificados. Expertos advierten daños en el sector de no extender moratoria."
6622532,"Gobiernos Regionales podrán formalizar predios rurales gratuitamente-Según ley aprobada por el Congreso esta noche. También se busca que los poseedores adquieran su propiedad siempre que acrediten cinco años mínimos de explotación con fines agropecuarios."
580226,"Presentan demanda contra el Minem y Perupetro por concesiones de lotes Z-67 y Z-68-La acción popular fue interpuesta por el Sindicato de Pescadores de Chimbote y organizaciones. Sustentan que hubo escasez de información, dado que las distintas reuniones sobre el tema se dieron simultáneamente."
3703471,"Congreso aprueba ley que obliga a programas sociales a comprar productos de la agricultura familiar-Hasta en un 30% del total del requerimiento. Para ello se conformará el Comité de Compras para la Agricultura Familiar, según precisiones de la norma que tuvo luz verde en el Pleno Agrario."
7776967,"Contraloría iniciará una investigación sobre la inversión de la nueva Refinería de Talara-Señaló el contralor general Nelson Shack. Indicó que la investigación será exhaustiva para revisar el cumplimiento y desempeño, para analizar la justificación de la inversión."
6945275,"Realizan feria de emprendedores para ayudar a empresarios con discapacidad-<p>La feria, que cuenta con los protocolos sanitarios establecidos, está ubicada en el parque Neptuno del Cercado de Lima, al costado del Centro Cívico.</p>"
6945275,"Realizan feria de emprendedores para ayudar a empresarios con discapacidad-<p>La feria, que cuenta con los protocolos sanitarios establecidos, está ubicada en el parque Neptuno del Cercado de Lima, al costado del Centro Cívico.</p>"
1311122,"Coronavirus en Perú: ¿cuál es el riesgo de contagio por COVID-19 en las playas?-<p>Falta poco tiempo para que empiece el verano y en esta nota te contamos si la playas podrían convertirse en una zona de contagio u causa de un posible rebrote.</p>"
3251166,"Cementerios Presbítero Maestro y El Ángel no abrirán el 1 y 2 de noviembre-<p>Se evalúa la apertura del Museo del Presbítero Maestro para la visita de turistas a partir de noviembre.</p>"
3251166,"Cementerios Presbítero Maestro y El Ángel no abrirán el 1 y 2 de noviembre-<p>Se evalúa la apertura del Museo del Presbítero Maestro para la visita de turistas a partir de noviembre.</p>"
2717343,"Actuales congresistas y del parlamento disuelto no podrán buscar la reelección en comicios del 2021-<p>El pleno del <span class="caps">JNE</span> acordó este jueves que los parlamentarios elegidos en los comicios extraordinarios de enero pasado, y los que integraron el Congreso disuelto en 2019 están impedidos de postular en las próximas elecciones.</p>"
2717343,"Actuales congresistas y del parlamento disuelto no podrán buscar la reelección en comicios del 2021-<p>El pleno del <span class="caps">JNE</span> acordó este jueves que los parlamentarios elegidos en los comicios extraordinarios de enero pasado, y los que integraron el Congreso disuelto en 2019 están impedidos de postular en las próximas elecciones.</p>"
2272490,"Ejecutarán proyecto de recuperación de servicios ecosistémicos en Huaral-<p>la intervención permitirá regular los recursos hídricos incrementando la oferta de agua que podrá ser utilizada por las 18 comunidades beneficiadas.</p>"
2272490,"Ejecutarán proyecto de recuperación de servicios ecosistémicos en Huaral-<p>la intervención permitirá regular los recursos hídricos incrementando la oferta de agua que podrá ser utilizada por las 18 comunidades beneficiadas.</p>"
9811854,"Este jueves presentarán de forma virtual "El mensaje de Pandora", libro de Javier Sierra-<p>El Mensaje de Pandora es un libro muy interesante en estos tiempos de pandemia por el coronavirus.</p>"
9811854,"Este jueves presentarán de forma virtual "El mensaje de Pandora", libro de Javier Sierra-<p>El Mensaje de Pandora es un libro muy interesante en estos tiempos de pandemia por el coronavirus.</p>"
4875868,"Casos por COVID-19 reducen considerablemente en Lima-<p>En la segunda semana de octubre solo se han reportado 17 mil nuevos casos por la <span class="caps">COVID</span>-19, comparado con los 34 mil de finales de setiembre.</p>"
4875868,"Casos por COVID-19 reducen considerablemente en Lima-<p>En la segunda semana de octubre solo se han reportado 17 mil nuevos casos por la <span class="caps">COVID</span>-19, comparado con los 34 mil de finales de setiembre.</p>"
8006362,"¿Qué enfermedades podemos prevenir en los niños con el lavado de manos?-<p>El lavado de manos cumple un papel muy importante en el cuidado de la salud de los niños, ya que los ayuda a prevenir males como el coronavirus, entre otros.</p>"
6204514,"Mayores de 70 años tendrán facilidades para cobrar Bono Familiar Universal-<p>El segundo Bono Familiar Universal urbano recibió una partida de más de 9.6 millones de soles que se entregará hasta finales de diciembre de 2020.</p>"
6204514,"Mayores de 70 años tendrán facilidades para cobrar Bono Familiar Universal-<p>El segundo Bono Familiar Universal urbano recibió una partida de más de 9.6 millones de soles que se entregará hasta finales de diciembre de 2020.</p>"
8480076,"Plaza de Acho cerrada por COVID-19 y no celebrará feria del Señor de los Milagros-<p>La feria de tauromaquia se llevaba a cabo en octubre y noviembre sin interrupciones desde 1946.</p>"
8480076,"Plaza de Acho cerrada por COVID-19 y no celebrará feria del Señor de los Milagros-<p>La feria de tauromaquia se llevaba a cabo en octubre y noviembre sin interrupciones desde 1946.</p>"
9158685,"¿Cómo hablar con un niño acerca del cáncer infantil?-<p>Hablar sobre un diagnóstico de cáncer con un menor puede ser una situación complicada y dolorosa para cualquier padre.</p>"
6128215,"¿Por qué es importante que los niños reciban sus vacunas a pesar de la pandemia?-<p>Debido al coronavirus, muchos padres tienen miedo de llevar a sus hijos para que reciban sus vacunas; sin embargo, no hacerlo puede exponerlo a los pequeños a otros males. </p>"
5223387,"Martín Vizcarra, presidente de Perú, dice que el Congreso quiere sacarlo y aplazar elecciones-<p>El presidente afirmó este martes que sus opositores pretenden cambiar la estructura política del país para mantener a la actual gestión de Gobierno por un tiempo adicional.</p>"
5223387,"Martín Vizcarra, presidente de Perú, dice que el Congreso quiere sacarlo y aplazar elecciones-<p>El presidente afirmó este martes que sus opositores pretenden cambiar la estructura política del país para mantener a la actual gestión de Gobierno por un tiempo adicional.</p>"
1539034,"Esencias Florales de Bach: ¿pueden ayudar al bienestar de tu perro?-<p>Las esencias florales pueden ayudar a mejorar el comportamiento de las mascotas que han sido maltratados o fueron abandonados por sus dueños y eso causó en los perros ataques de ansiedad o pánico.</p>"
6660933,"Economía peruana se recupera pesa a COVID-19, asegura presidente del BCR-<p>El presidente del <span class="caps">BCR</span>, Julio Velarde, aseguró que se espera un óptimo crecimiento económico en 2021.</p>"
6660933,"Economía peruana se recupera pesa a COVID-19, asegura presidente del BCR-<p>El presidente del <span class="caps">BCR</span>, Julio Velarde, aseguró que se espera un óptimo crecimiento económico en 2021.</p>"
2559744,"El complejo Sillustani y el templo Juli en Puno se preparan para recibir turistas nuevamente-<p>De acuerdo con la Dirección Regional de Comercio Exterior y Turismo (Dircetur), ambos monumentos ya cuentan con la autorización para recibir turistas, por lo que próximamente podrán permitir las visitas.</p>"
4860105,"Vacunas que los niños deben recibir de acuerdo con su edad y son gratuitas-<p>Actualmente, nuestro país cuenta con un total de 17 vacunas avaladas por la Organización Mundial de la Salud (<span class="caps">OMS</span>) que han ayudado a prevenir graves enfermedades. </p>"
1980211,"Elecciones 2021: George Forsyth renuncia a la alcaldía de La Victoria-<p>Según las últimas encuestas, George Forsyth lidera la intención de voto de los peruanos con un 20 por ciento de respaldo popular.</p>"
1980211,"Elecciones 2021: George Forsyth renuncia a la alcaldía de La Victoria-<p>Según las últimas encuestas, George Forsyth lidera la intención de voto de los peruanos con un 20 por ciento de respaldo popular.</p>"
1364712,"¿Cuáles son los tipos de cáncer más comunes en Perú?-<p>El cáncer de mama es uno de los tipos de neoplasias que más afectan a las mujeres y en poca cantidad a los hombres.</p>"
2860387,"Osteoartrosis: ¿qué es y cómo prevenirla?-<p>Este padecimiento es considerado parte del proceso natural de envejecimiento y se puede presentar en cualquier parte del cuerpo.</p>"
2314731,"Empleo formal se recuperará en 2021 tras coronavirus, asegura Martín Vizcarra-<p>El presidente de la República, Martín Vizcarra, aseguró que la generación de empleos se realizara por medio de Arranca Perú y inversión pública.</p>"
2314731,"Empleo formal se recuperará en 2021 tras coronavirus, asegura Martín Vizcarra-<p>El presidente de la República, Martín Vizcarra, aseguró que la generación de empleos se realizara por medio de Arranca Perú y inversión pública.</p>"
8788953,"Latin America's 50 Best Restaurants: ¿cuándo será y cómo disfrutar del evento este 2020?-<p>El sector gastronómico es uno de los que más se ha visto afectado durante la pandemia por la <span class="caps">COVID</span>-19. Por tal motivo, eventos como Latin America&#8217;s 50 Best Restaurants se llevarán de manera virtual.</p>"
3142454,"Minsa recibe donación de 150 ventiladores mecánicos para lucha contra la COVID-19-<p>El proyecto &#8220;<span class="caps">MASI</span>&#8221;- creado por un equipo de ingenieros de la Pontificia Universidad Católica del Perú (<span class="caps">PUCP</span>) y por Brein, Diacsa, EaTech y Zolid- entregó este último jueves una donación de 150 ventiladores mecánicos al Ministerio de Salud.</p>"
3142454,"Minsa recibe donación de 150 ventiladores mecánicos para lucha contra la COVID-19-<p>El proyecto &#8220;<span class="caps">MASI</span>&#8221;- creado por un equipo de ingenieros de la Pontificia Universidad Católica del Perú (<span class="caps">PUCP</span>) y por Brein, Diacsa, EaTech y Zolid- entregó este último jueves una donación de 150 ventiladores mecánicos al Ministerio de Salud.</p>"
3747447,"Tips para comer turrón sin afectar tu salud-<p>En esta nota, te brindamos algunos consejos para que puedas comer un delicioso turrón sin afectar tu salud y si tienes alguna patología las medidas para protegerla.</p>"
5450983,"¿Por qué las personas que tuvieron COVID-19 deben incluir al huevo en su dieta?-<p>Los huevos tienen bastante proteínas y estas ayudan a cuidar los pulmones, los cuales si tienes o tuviste <span class="caps">COVID</span>-19 se ven muy afectados.</p>"
3740264,"Día Mundial del Huevo: ¿por qué se festeja la fecha?-<p>Perú es uno de los países que celebra la fecha, siendo la Asociación Peruana de Avicultura (<span class="caps">APA</span>) la encargada de promover las bondades y los beneficios que el huevo aporta a la alimentación de las familias peruanas.</p>"
8638743,"Coronavirus en Perú: amplían protección laboral a gestantes y madres lactantes durante la COVID-19-<p>La norma fue publicada este jueves en el diario oficial El Peruano y modificó la ley de protección a las mujeres gestantes que trabajan, para evitar que cumplan labores que pongan en riesgo su salud y el desarrollo del embarazo.</p>"
8638743,"Coronavirus en Perú: amplían protección laboral a gestantes y madres lactantes durante la COVID-19-<p>La norma fue publicada este jueves en el diario oficial El Peruano y modificó la ley de protección a las mujeres gestantes que trabajan, para evitar que cumplan labores que pongan en riesgo su salud y el desarrollo del embarazo.</p>"
1888795,"8 de octubre: Miguel Grau y su sacrificio en el combate de Angamos-<p>El 8 de octubre de 1879, Miguel Grau Seminario ofrendó su vida por el Perú en medio de la Guerra con Chile para convertirse en el “peruano del milenio”.</p>"
1888795,"8 de octubre: Miguel Grau y su sacrificio en el combate de Angamos-<p>El 8 de octubre de 1879, Miguel Grau Seminario ofrendó su vida por el Perú en medio de la Guerra con Chile para convertirse en el “peruano del milenio”.</p>"
6310357,"Segundo Bono Familiar Universal rural se entregará a partir del 10 de octubre-<p>El Ministerio de Desarrollo e Inclusión Social aseguró que más de 3 millones de peruanos de zonas rurales recibirán el pago de 760 soles.</p>"
6310357,"Segundo Bono Familiar Universal rural se entregará a partir del 10 de octubre-<p>El Ministerio de Desarrollo e Inclusión Social aseguró que más de 3 millones de peruanos de zonas rurales recibirán el pago de 760 soles.</p>"
9355976,"Minsa pide extremar cuidados a adultos mayores para evitar contagio con coronavirus-<p>Más de 147 mil adultos mayores se contagiaron con coronavirus. De este número, unos 23 mil perdieron la vida a causa de la pandemia.</p>"
9355976,"Minsa pide extremar cuidados a adultos mayores para evitar contagio con coronavirus-<p>Más de 147 mil adultos mayores se contagiaron con coronavirus. De este número, unos 23 mil perdieron la vida a causa de la pandemia.</p>"
405781,"Apoyo del FMI impidió crisis financiera en Perú a causa del coronavirus-<p>El informe del <span class="caps">FMI</span> detalla que el Perú es de lo países latinoamericanos que menos “presión en los mercados financieros” ha experimentado.</p>"
405781,"Apoyo del FMI impidió crisis financiera en Perú a causa del coronavirus-<p>El informe del <span class="caps">FMI</span> detalla que el Perú es de lo países latinoamericanos que menos “presión en los mercados financieros” ha experimentado.</p>"
1454285,"Coronavirus: Gobierno aprueba ley de reprogramación y congelamiento de deudas-<p>La norma busca aliviar a personas que se vieron afectadas de cumplir sus obligaciones con el sistema financiero a consecuencia de la <span class="caps">COVID</span>-19.</p>"
1454285,"Coronavirus: Gobierno aprueba ley de reprogramación y congelamiento de deudas-<p>La norma busca aliviar a personas que se vieron afectadas de cumplir sus obligaciones con el sistema financiero a consecuencia de la <span class="caps">COVID</span>-19.</p>"
4564051,"Louise Glück, poeta estadounidense, gana el Premio Nobel de Literatura 2020-<p>Las obras de Glück, que ha publicado doce colecciones de poesía y algunos volúmenes de ensayos sobre poesía, se caracterizan por un esfuerzo por la claridad, según destacó la Academia Sueca.</p>"
4564051,"Louise Glück, poeta estadounidense, gana el Premio Nobel de Literatura 2020-<p>Las obras de Glück, que ha publicado doce colecciones de poesía y algunos volúmenes de ensayos sobre poesía, se caracterizan por un esfuerzo por la claridad, según destacó la Academia Sueca.</p>"
3452222,"Taza de Excelencia Perú 2020: competencia elegirá al mejor café del país-<p>La etapa internacional consiste en el envío de muestras de estos 36 cafés a ocho laboratorios especializados ubicados en Japón, China, Corea del Sur, Australia, Estados Unidos, Inglaterra y Noruega.</p>"
666838,"¿Sabías que se incrementó un 50% el número de lectores durante la cuarentena?-<p>Estar en casa permanentemente no es fácil, pues ahora los hogares son además escuelas, oficinas y centros de esparcimiento. Por tal motivo, la lectura tiene el poder de separarnos de la rutina y sirve como estrategia contra el estrés, la ansiedad y el insomnio.</p>"
666838,"¿Sabías que se incrementó un 50% el número de lectores durante la cuarentena?-<p>Estar en casa permanentemente no es fácil, pues ahora los hogares son además escuelas, oficinas y centros de esparcimiento. Por tal motivo, la lectura tiene el poder de separarnos de la rutina y sirve como estrategia contra el estrés, la ansiedad y el insomnio.</p>"
2537299,"Este sábado iniciará la jornada de vacunación para niños, gestantes y adultos mayores-<p>Este sábado iniciará la jornada de vacunación para niños, gestantes y adultos mayores para que puedan cumplir su esquema de vacunación y así cuidar su salud.</p>"
3653045,"Blue Jeans, escritor español, tendrá encuentro virtual con sus fanáticos-<p>El escritor español Blue Jeans se reunirá con sus fanáticos de forma virtual para poder conversar sobre su libro &#8216;La Promesa de Julia&#8217; que es el cierre de la trilogía de &#8216;La chica invisible&#8217;.</p>"
3653045,"Blue Jeans, escritor español, tendrá encuentro virtual con sus fanáticos-<p>El escritor español Blue Jeans se reunirá con sus fanáticos de forma virtual para poder conversar sobre su libro &#8216;La Promesa de Julia&#8217; que es el cierre de la trilogía de &#8216;La chica invisible&#8217;.</p>"
2715275,"Setiembre registró menor cifra de exceso de muertes por coronavirus-<p>Sinadef informó que hubo un descenso de muertes desde la aparición del coronavirus en el Perú del 61 por ciento, la cifra más baja desde mayo pasado.</p>"
2715275,"Setiembre registró menor cifra de exceso de muertes por coronavirus-<p>Sinadef informó que hubo un descenso de muertes desde la aparición del coronavirus en el Perú del 61 por ciento, la cifra más baja desde mayo pasado.</p>"
3043113,"720 mil peruanos se recuperaron de coronavirus, asegura Martín Vizcarra-<p>El primer mandatario, Martín Vizcarra, aseguró que el porcentaje de enfermos recuperados del virus asciende al 86 por ciento.</p>"
3043113,"720 mil peruanos se recuperaron de coronavirus, asegura Martín Vizcarra-<p>El primer mandatario, Martín Vizcarra, aseguró que el porcentaje de enfermos recuperados del virus asciende al 86 por ciento.</p>"
5060600,"Propiedades del palillo podrían curar cáncer de colon y próstata-<p>Investigadores de universidades peruanas descubrieron propiedades antitumorales del palillo, condimento utilizado de manera regular en la gastronomía peruana.</p>"
1776774,"Loreto: promueven empoderamiento para mujeres indígenas de la Amazonía-<p>El proyecto Noa Jayatai-Mujer busca incorporar las mujeres indígenas de la Amazonía a la participación dentro de sus comunidades para así ser agentes de cambio.</p>"
1776774,"Loreto: promueven empoderamiento para mujeres indígenas de la Amazonía-<p>El proyecto Noa Jayatai-Mujer busca incorporar las mujeres indígenas de la Amazonía a la participación dentro de sus comunidades para así ser agentes de cambio.</p>"
7657090,"¿Cuál es la importancia de la telemedicina durante la pandemia por la COVID-19?-<p>Debido al coronavirus, un gran número de personas con enfermedades crónicas han tenido que dejar de recibir sus tratamientos en los hospitales para evitar contagiarse.</p>"
1096657,"¿Cómo evitar las alergias en primavera?-<p>400 millones de personas en el mundo sufre de rinitis alérgica y su condición se agrava con la llegada de la primavera. De este grupo un gran porcentaje de ellos no son diagnosticados.</p>"
3762840,"Día Mundial de la Psoriasis: estas son las actividades virtuales y gratuitas que se realizarán-<p>La Asociación de Psoriasis y Artritis Psoriásica Perú &#8211; <span class="caps">APAPSO</span> <span class="caps">PERÚ</span> desarrollará una serie de actividades durante el &#8216;3er Congreso peruano de pacientes de psoriasis y artritis psoriásica&#8217; que se transmitirá por zoom.</p>"
9622192,"Disminuyen casos de COVID-19 en Perú tras seis meses de colapso, pero esperan rebrote-<p>Actualmente hay 7.000 pacientes hospitalizados, justo la mitad de los que había a mediados de agosto, cuando la pandemia alcanzó su pico máximo con más de 14.000 camas ocupadas.</p>"
9622192,"Disminuyen casos de COVID-19 en Perú tras seis meses de colapso, pero esperan rebrote-<p>Actualmente hay 7.000 pacientes hospitalizados, justo la mitad de los que había a mediados de agosto, cuando la pandemia alcanzó su pico máximo con más de 14.000 camas ocupadas.</p>"
6332178,"Municipalidad provincial de Huaral entrega planta de oxígeno para atender a pacientes por COVID-19-<p>Lamentablemente, el país cuenta con pocas plantas de oxígeno, por lo que las entidades han tenido que buscar la forma de ayudar a su población con ello.</p>"
6332178,"Municipalidad provincial de Huaral entrega planta de oxígeno para atender a pacientes por COVID-19-<p>Lamentablemente, el país cuenta con pocas plantas de oxígeno, por lo que las entidades han tenido que buscar la forma de ayudar a su población con ello.</p>"
3912337,"Elecciones 2021: próximo presidente del Perú debe ser honesto, asegura Martín Vizcarra-<p>Presidente de la República, Martín Vizcarra, destacó un ejemplo de unión el trabajo en consenso que han realizado el Ejecutivo y el Parlamento.</p>"
3912337,"Elecciones 2021: próximo presidente del Perú debe ser honesto, asegura Martín Vizcarra-<p>Presidente de la República, Martín Vizcarra, destacó un ejemplo de unión el trabajo en consenso que han realizado el Ejecutivo y el Parlamento.</p>"
3747685,"Perú hará todo para contener segunda ola de coronavirus, asegura Martín Vizcarra-<p>El presidente de la República, Martin Vizcarra, aseguró que el Ejecutivo mira con preocupación rebrote de coronavirus en otros países, en especial Europa.</p>"
3747685,"Perú hará todo para contener segunda ola de coronavirus, asegura Martín Vizcarra-<p>El presidente de la República, Martin Vizcarra, aseguró que el Ejecutivo mira con preocupación rebrote de coronavirus en otros países, en especial Europa.</p>"
5751054,"Coronavirus en Perú: casos activos de COVID-19 caen por debajo de 90.000-<p>Actualmente hay 89.204 pacientes infectados de manera simultánea con el <span class="caps">SARS</span>-CoV-2, la cifra más baja desde finales de mayo, ya que desde entonces siempre había estado por encima de los 90.000.</p>"
5751054,"Coronavirus en Perú: casos activos de COVID-19 caen por debajo de 90.000-<p>Actualmente hay 89.204 pacientes infectados de manera simultánea con el <span class="caps">SARS</span>-CoV-2, la cifra más baja desde finales de mayo, ya que desde entonces siempre había estado por encima de los 90.000.</p>"
1548308,"Perú se prepara para una 'altamente probable' segunda ola por coronavirus-<p>El <strong>viceministro peruano de Salud Pública, Luis Suárez,</strong> presentó este viernes un plan de preparación y respuesta frente a una posible segunda ola en Perú.</p>"
1548308,"Perú se prepara para una 'altamente probable' segunda ola por coronavirus-<p>El <strong>viceministro peruano de Salud Pública, Luis Suárez,</strong> presentó este viernes un plan de preparación y respuesta frente a una posible segunda ola en Perú.</p>"
3523216,"Hospital cusqueño no reporta fallecidos por coronavirus en setiembre-<p>La región Cusco es una de las zonas del Perú que mayores logros ha demostrado en la lucha frontal para vencer a la <span class="caps">COVID</span>-19.</p>"
3523216,"Hospital cusqueño no reporta fallecidos por coronavirus en setiembre-<p>La región Cusco es una de las zonas del Perú que mayores logros ha demostrado en la lucha frontal para vencer a la <span class="caps">COVID</span>-19.</p>"
138613,"Lanzan aplicativo para control migratorio y así evitar el contacto-<p>Los pasajeros deben instalar el aplicativo &#8216;Prerregistro&#8217; en su teléfono celular o dispositivo móvil conectados a internet. El trámite de prerregistro se debe hacer dentro de las 48 horas antes del viaje internacional.</p>"
138613,"Lanzan aplicativo para control migratorio y así evitar el contacto-<p>Los pasajeros deben instalar el aplicativo &#8216;Prerregistro&#8217; en su teléfono celular o dispositivo móvil conectados a internet. El trámite de prerregistro se debe hacer dentro de las 48 horas antes del viaje internacional.</p>"
8921744,"Realizarán caminata virtual para recaudar fondos para prevención del cáncer de mama-<p>El cáncer de mama no suele presentar síntomas en su etapa inicial, por lo que el 85 % de los casos se diagnostican en estadio avanzado y solo el 15% en estadio temprano.</p>"
301190,"Coronavirus: lanzan campaña para combatir aumento de violencia familiar durante pandemia-<p>Durante la Estado de emergencia a causa del brote de coronavirus, el Perú ha experimentado un aumento importante en casos de violencia familiar.</p>"
301190,"Coronavirus: lanzan campaña para combatir aumento de violencia familiar durante pandemia-<p>Durante la Estado de emergencia a causa del brote de coronavirus, el Perú ha experimentado un aumento importante en casos de violencia familiar.</p>"
7416601,"Perú: flota china depreda mar peruano y se dirige hacia Chile con más de 300 barcos-<p>La <span class="caps">ONG</span> Oceana informó que las embarcaciones chinas realizan su recorrido ilegal desde agosto de 2020 por Sudamérica depredando la vida marítima.</p>"
7416601,"Perú: flota china depreda mar peruano y se dirige hacia Chile con más de 300 barcos-<p>La <span class="caps">ONG</span> Oceana informó que las embarcaciones chinas realizan su recorrido ilegal desde agosto de 2020 por Sudamérica depredando la vida marítima.</p>"
2137114,"Feria Metropolitana del Libro se realiza en formato digital y cuenta con la participación de 50 editoriales-<p>Debido al coronavirus, la quinta edición de la Feria Metropolitana de Lima se está realizando de forma digital y contará con una tienda virtual o recojo en tienda.</p>"
2137114,"Feria Metropolitana del Libro se realiza en formato digital y cuenta con la participación de 50 editoriales-<p>Debido al coronavirus, la quinta edición de la Feria Metropolitana de Lima se está realizando de forma digital y contará con una tienda virtual o recojo en tienda.</p>"
4318897,"Emprendedores desarrollan productos de desinfección contra la COVID-19 para los pequeños negocios-<p>Emprendimiento peruano busca ayudar a las pequeñas empresas con los protocolos de bioseguridad al ofrecer artículos de limpieza a bajo costo.</p>"
4318897,"Emprendedores desarrollan productos de desinfección contra la COVID-19 para los pequeños negocios-<p>Emprendimiento peruano busca ayudar a las pequeñas empresas con los protocolos de bioseguridad al ofrecer artículos de limpieza a bajo costo.</p>"
2011943,"Señor de los Milagros: cronograma de actividades que se transmitirán por canal online-<p>Conoce la programación de la procesión del Señor de los Milagros que este año se transmitirá por canal virtual para evitar así más contagios por coronavirus.</p>"
2011943,"Señor de los Milagros: cronograma de actividades que se transmitirán por canal online-<p>Conoce la programación de la procesión del Señor de los Milagros que este año se transmitirá por canal virtual para evitar así más contagios por coronavirus.</p>"
